ID,author_year,link,Substance,type,func,vendor,media,agg_diameter,length,size_class,lat_size,layer,thick,ssa,z_pot,plate,ali,dose,time,bmd_id,species,cell_type_general,cell_type,n_cell,endotox,notes,variable,value
1000,Adrián Povo-Retana et al 2021,https://doi.org/10.1002/adbi.202100882.,Graphene,Graphene pelletes (GNP),,XG Sciences,RPMI+2% FBS,5000,,L,,3,,,,96 well,submerged,3,24,1020,human,macrophage,human macrophages,1.5 × 104 per well,doesn’t say ,"had more treatment point but only the ones I added were in a figure. Use of annexin only. They also had more data in function of polirisation, but this can complicated the data analysis so I skiped it",viability_pi,100
1001,Adrián Povo-Retana et al 2022,https://doi.org/10.1002/adbi.202100882.,Graphene,Graphene pelletes (GNP),,XG Sciences,RPMI+2% FBS,5000,,L,,3,,,,96,submerged,0.005,24,1020,human,macrophage,human macrophages,1.5 × 104 per well,doesn’t say ,"had more treatment point but only the ones I added were in a figure. Use of annexin only. They also had more data in function of polirisation, but this can complicated the data analysis so I skiped it",viability_pi,100
1002,Adrián Povo-Retana et al 2021,https://doi.org/10.1002/adbi.202100882.,Graphene,Graphene pelletes (GNP),,XG Sciences,RPMI+2% FBS,5000,,L,,3,,,,96 well,submerged,0.6,24,1020,human,macrophage,human macrophages,1.5 × 104 per well,doesn’t say ,"had more treatment point but only the ones I added were in a figure. Use of annexin only. They also had more data in function of polirisation, but this can complicated the data analysis so I skiped it",viability_pi,100
1003,Adrián Povo-Retana et al 2021,https://doi.org/10.1002/adbi.202100882.,Graphene,Graphene pelletes (GNP),,XG Sciences,RPMI+2% FBS,5000,,L,,3,,,,96 well,submerged,0.1,24,1020,human,macrophage,human macrophages,1.5 × 104 per well,doesn’t say ,"had more treatment point but only the ones I added were in a figure. Use of annexin only. They also had more data in function of polirisation, but this can complicated the data analysis so I skiped it",viability_pi,100
1004,Adrián Povo-Retana et al 2021,https://doi.org/10.1002/adbi.202100882.,Graphene,Graphene pelletes (GNP),,XG Sciences,RPMI+2% FBS,5000,,L,,3,,,,96 well,submerged,0.9,24,1020,human,macrophage,human macrophages,1.5 × 104 per well,doesn’t say ,"had more treatment point but only the ones I added were in a figure. Use of annexin only. They also had more data in function of polirisation, but this can complicated the data analysis so I skiped it",viability_pi,100
1005,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,520,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,61.9
1006,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,480,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,63.7
1007,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,442,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,64.8
1008,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,396,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,66.6
1009,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,355,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,67.8
1010,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,315,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,69.9
1011,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,233,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,72.7
1012,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,190,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,75
1013,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,270,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,70.6
1014,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,152,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,82.2
1015,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,130,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,85.1
1016,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,110,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,86.2
1017,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,88,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,89.8
1018,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,70,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,90.5
1019,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,47,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,92.4
1020,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96,submerged,25,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,94.6
1021,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,Graphene oxide,GO,,in house they made it,DMEM/F12,820.2,,M,,,,,-18,96 ( I asume dosnt say),submerged,170,12,2017,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,78.3
1022,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,270,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,53.2
1023,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F13,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,520,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,29
1024,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,480,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,31
1025,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,442,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,35
1026,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,396,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,40.9
1027,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,355,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,44.8
1028,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,315,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,49.5
1029,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,233,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,60
1030,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,170,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,69.5
1031,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,152,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,73.5
1032,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,130,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,77.1
1033,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,110,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,79.3
1034,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,88,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,81.8
1035,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,70,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,83.7
1036,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,47,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,85.5
1037,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,25,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,87.3
1038,Fatima et al 2021,https://doi.org/10.1007/s13205-021-03015-z,rGO,rGO,,in house they made it,DMEM/F12,53,,S,,,,,-34,96 ( I asume dosnt say),submerged,190,12,2018,human,epithelial,A549,1x105 cells per well,doesn’t say ,"FAR THE WORST PAPER. Info are missing, cytotoxicity instead of cell viability (had to substract), no info for the doses used… a dissasteer. PLUS HAD GRAPHITE POWDER RESULTS, BUT NO DATA FOR IT (e.g. no size etc) also had antioxidant but no ifo about it, and figures were bad so skipped it",viability_mtt,64.8
1039,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene,Graphene ,,Graphene-supermarket.com,DMEM/F12,,,L,5000,5.5,,,,96,submerged,4,24,3026,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_hymolisis,100
1040,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene,Graphene ,,Graphene-supermarket.com,DMEM/F12,,,L,5000,5.5,,,,96,submerged,16,24,3026,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_hymolisis,99.6
1041,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene,Graphene ,,Graphene-supermarket.com,DMEM/F12,,,L,5000,5.5,,,,96,submerged,64,24,3026,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_hymolisis,94.6
1042,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene,Graphene ,,Graphene-supermarket.com,DMEM/F12,,,L,5000,5.5,,,,96,submerged,256,24,3026,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_hymolisis,89.5
1043,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,64,24,3028,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_hymolisis,87.8
1044,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,256,24,3028,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_hymolisis,94.6
1045,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,128,24,3028,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_hymolisis,91.2
1046,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,4,24,3028,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_hymolisis,99.6
1047,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,16,24,3028,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_hymolisis,92.9
1048,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene,Graphene ,,Graphene-supermarket.com,DMEM/F12,,,L,5000,5.5,,,,96,submerged,4,24,4027,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_wst,100
1049,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene,Graphene ,,Graphene-supermarket.com,DMEM/F12,,,L,5000,5.5,,,,96,submerged,16,24,4027,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_wst,100
1050,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene,Graphene ,,Graphene-supermarket.com,DMEM/F12,,,L,5000,5.5,,,,96,submerged,64,24,4027,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_wst,100
1051,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene,Graphene ,,Graphene-supermarket.com,DMEM/F12,,,L,5000,5.5,,,,96,submerged,256,24,4027,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_wst,100
1052,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,128,24,4029,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_wst,20.3
1053,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,4,24,4029,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_wst,94.5
1054,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,16,24,4029,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_wst,91.2
1055,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,64,24,4029,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_wst,59.1
1056,Sofie Van Den Broucke et al 2021,Nanomaterials | Free Full-Text | Effect of Graphene and Graphene Oxide on Airway Barrier and Differential Phosphorylation of Proteins in Tight and Adherens Junction Pathways (mdpi.com),Graphene oxide,GO,,Graphene-supermarket.com,DMEM/F12,,,L,2250,1,1,,,96,submerged,256,24,4029,human,epithelial,16HBE14,200 000 cells per cm2,None detected,,viability_wst,10.1
1057,Adrián Povo-Retana et al 2021,https://doi.org/10.1002/adbi.202100882.,Graphene,"chemical vapor deposition graphene, GCVD",,in house they made it,RPMI+2% FBS,150,,S,,3,,,,96 well,submerged,18,24,5021,human,macrophage,human macrophages,1.5 × 104 per well,doesn’t say ,"had more treatment point but only the ones I added were in a figure. Use of annexin only. They also had more data in function of polirisation, but this can complicated the data analysis so I skiped it",ros,3.055555556
